"Id","SalePrice"
1593,143978.461785487
1594,117255.163346017
1595,120982.578011572
1596,227683.669500871
1597,185322.699498719
1598,193346.684069843
1599,207829.8666083
1600,220404.535028956
1601,4025.47859689862
1602,136847.475049367
1603,83162.9462757817
1604,254850.53470747
1605,264275.941483647
1606,177875.295115259
1607,241498.480286965
1608,224897.861640693
1609,198045.282386297
1610,132588.078885155
1611,149330.902948126
1612,168679.359269473
1613,162882.360382715
1614,110183.556241697
1615,59852.3167904436
1616,59852.3167904436
1617,78847.3951964752
1618,105902.708753541
1619,119675.069990141
1620,204149.770205165
1621,132525.515204762
1622,130674.072955509
1623,264776.682366678
1624,198486.869179363
1625,133122.842506146
1626,191487.459282943
1627,180685.336287157
1628,277081.444919817
1629,190753.914965687
1630,318011.868132568
1631,240963.963208731
1632,259505.965526533
1633,177924.184425335
1634,181671.895849965
1635,167295.280661179
1636,170530.18236898
1637,176594.111215573
1638,224248.562786322
1639,203498.69638109
1640,259188.723459282
1641,198375.34320993
1642,218653.764310545
1643,246018.612092455
1644,239882.005192429
1645,181424.042274232
1646,166460.996828385
1647,195758.653342897
1648,146701.869087093
1649,119576.381984597
1650,99386.4958262278
1651,99386.4958262278
1652,119727.633505331
1653,120103.567924203
1654,172611.733048047
1655,184327.717964612
1656,170458.838235528
1657,172611.733048047
1658,170458.838235528
1659,151040.464164959
1660,138539.702745177
1661,351600.813257249
1662,334964.406959793
1663,329876.045079806
1664,402170.440676723
1665,306554.204003713
1666,287712.410231841
1667,305215.221006569
1668,308464.283778778
1669,287663.274776164
1670,311641.909709434
1671,242002.074072906
1672,363717.618884424
1673,286551.838581185
1674,272710.660235655
1675,184817.079054173
1676,182917.652322632
1677,208618.992332595
1678,391849.468851736
1679,316739.837705561
1680,300788.718928906
1681,265260.317461882
1682,278585.0717275
1683,212419.0145395
1684,189154.442451455
1685,167259.712616128
1686,196590.815894383
1687,177563.555676239
1688,202359.10100352
1689,199992.662241585
1690,192923.739745677
1691,183218.124773289
1692,260418.03214619
1693,177563.555676239
1694,170348.894968006
1695,180314.01471882
1696,261269.242616466
1697,180470.654060016
1698,313317.092784762
1699,307043.068462369
1700,231705.106637689
1701,266565.969804285
1702,281570.804794451
1703,273653.699663603
1704,280038.018631938
1705,238516.329682043
1706,364502.279880625
1707,215657.561771084
1708,214485.514152687
1709,292691.683223425
1710,241298.518924956
1711,254645.458145714
1712,270946.460967601
1713,250565.785600419
1714,225789.583277802
1715,204366.108600907
1716,199237.260966866
1717,191736.312332886
1718,132465.434951207
1719,210094.013969229
1720,265100.764747297
1721,191052.505950281
1722,105005.614563564
1723,143058.427112106
1724,235331.507900425
1725,227103.17565126
1726,182455.605275424
1727,183679.398478967
1728,195346.471698612
1729,162313.419134433
1730,171888.542792492
1731,129755.832666448
1732,125827.108967981
1733,106738.046957231
1734,116731.824566255
1735,108322.675418904
1736,107570.806581161
1737,304905.562364086
1738,212934.592880003
1739,298439.151366268
1740,214984.642809303
1741,176541.585627571
1742,169351.628446267
1743,189728.720160753
1744,261729.11415222
1745,239754.533556418
1746,260569.421782802
1747,228490.048316851
1748,229222.559895365
1749,158199.843120968
1750,156808.284976317
1751,238036.650662182
1752,104733.063389916
1753,176657.735701926
1754,232482.503232548
1755,179852.411218414
1756,98927.9747087054
1757,104670.407653437
1758,148247.721861863
1759,174794.239580356
1760,159252.21479814
1761,156189.769810561
1762,174622.269317562
1763,191180.765933511
1764,112570.172680917
1765,211789.556229221
1766,193014.078933058
1767,202051.842995834
1768,126971.449183191
1769,205858.281849568
1770,138253.890163137
1771,131208.20572086
1772,146094.668834453
1773,106897.127825642
1774,200971.723183721
1775,144077.658155707
1776,129665.331094157
1777,98017.5908431324
1778,116591.448559121
1779,107212.120930234
1780,192638.685492688
1781,130142.298406986
1782,51918.4681365665
1783,139994.694272347
1784,74957.255526104
1785,120237.523568148
1786,179853.483897035
1787,201072.464022414
1788,0
1789,118893.706315421
1790,43607.9332263568
1791,253188.424770794
1792,170153.604196282
1793,159727.960863137
1794,152723.699358559
1795,147634.042832111
1796,127784.652054769
1797,161265.377357842
1798,118380.93601745
1799,93216.9172276354
1800,113486.338226061
1801,106469.736605933
1802,176828.298673999
1803,185939.746131965
1804,129255.434730851
1805,142222.855682817
1806,149414.576954075
1807,193848.262120892
1808,124990.923579174
1809,101305.186849338
1810,146354.716087359
1811,93639.4380404259
1812,108230.03455236
1813,121264.065553324
1814,94639.1840973666
1815,0
1816,94577.4472253081
1817,124591.650089009
1818,182545.166116972
1819,138421.993825917
1820,52873.0766632841
1821,158296.75506928
1822,187290.31490567
1823,18600.0691323617
1824,161927.504745746
1825,126878.98298393
1826,106717.984948641
1827,113437.161024958
1828,138324.688202304
1829,192822.296966667
1830,192909.773277019
1831,197676.947181356
1832,146636.470807929
1833,174403.912508198
1834,143389.021621587
1835,181527.841803604
1836,176538.532515259
1837,62707.9850689371
1838,146631.364931656
1839,63190.7407050909
1840,111773.77736574
1841,126458.70277328
1842,105295.510034935
1843,125104.942620339
1844,145533.834214105
1845,137940.210312636
1846,167440.518474919
1847,169708.479332963
1848,0
1849,105277.352912761
1850,121619.863145903
1851,158482.02227301
1852,121500.630022849
1853,118571.942401837
1854,184925.005011798
1855,164732.521760765
1856,221182.944984226
1857,156730.304493961
1858,166181.613972776
1859,135994.264370482
1860,150319.861422582
1861,134799.470773035
1862,297970.622074919
1863,297970.622074919
1864,297970.622074919
1865,303860.018250023
1866,305482.978133674
1867,262562.155891801
1868,271213.507641373
1869,206055.602018126
1870,244248.038646581
1871,263983.306868637
1872,163620.581255268
1873,224337.208875712
1874,116654.192458094
1875,217939.089433894
1876,187497.292626899
1877,216721.947169983
1878,221302.188344698
1879,108602.726748713
1880,125250.874314879
1881,253916.848839149
1882,259460.522869081
1883,207245.316629684
1884,218106.618167077
1885,244345.227265442
1886,270264.503427082
1887,213880.319175054
1888,271050.109703157
1889,159084.024825512
1890,103506.679790995
1891,150146.07107628
1892,81805.7302533917
1893,135491.642502234
1894,149392.170615044
1895,149523.411572062
1896,118947.086104232
1897,120045.091780291
1898,133681.765639789
1899,164065.161137427
1900,157825.433036119
1901,150714.788989198
1902,136842.866813388
1903,243879.132539366
1904,125472.342983105
1905,200464.148633495
1906,139200.765904949
1907,214848.626485588
1908,140302.206730698
1909,150555.005338744
1910,150555.005338744
1911,190852.182943843
1912,275406.455116942
1913,177795.037729144
1914,56001.3896490158
1915,254334.384675259
1916,8234.4008551906
1917,270049.332728251
1918,133634.991000637
1919,172073.300706363
1920,182099.576760716
1921,333074.400009216
1922,299876.605734435
1923,206466.607757792
1924,223858.043362849
1925,223056.606209154
1926,326946.597665056
1927,117193.604361802
1928,159485.092622993
1929,99757.4272210205
1930,131183.312234713
1931,125448.334772712
1932,130955.817687521
1933,158699.564290667
1934,179836.887801087
1935,164523.360773529
1936,179868.215669326
1937,179545.282888619
1938,160735.046026664
1939,258559.997036476
1940,227017.198180542
1941,181144.272251595
1942,180484.825834504
1943,230813.860424906
1944,292930.240878726
1945,315632.85479323
1946,197972.273433829
1947,285653.912250612
1948,199026.662091296
1949,235157.108860108
1950,202887.249351119
1951,265019.580475644
1952,243232.218665355
1953,172887.972151748
1954,222446.403310512
1955,135965.972786606
1956,316959.442140734
1957,191412.938581033
1958,290078.842518696
1959,163036.289931552
1960,86026.4584095927
1961,123383.535245315
1962,119727.633505331
1963,121106.059707861
1964,114544.075416937
1965,170772.116917921
1966,184278.936429446
1967,271549.570517177
1968,335846.310513876
1969,321390.92787437
1970,354500.929616432
1971,391475.098061013
1972,323403.834962409
1973,266913.815628411
1974,286363.61963177
1975,389197.248801223
1976,268971.754434538
1977,311809.419501743
1978,324553.479144885
1979,317153.923262086
1980,209522.414580465
1981,313314.009074773
1982,232585.784464771
1983,232585.784464771
1984,199081.864122185
1985,232493.768521202
1986,238904.470839201
1987,196683.509847916
1988,170187.284601375
1989,204680.112079801
1990,216932.410386379
1991,208618.992332595
1992,217925.552960378
1993,186799.802064072
1994,237648.695857578
1995,202637.447862229
1996,263097.738457312
1997,315489.647147434
1998,304849.718527206
1999,232870.910033556
2000,296771.858906652
2001,254615.817939197
2002,243118.118154753
2003,274161.023236383
2004,261443.275951951
2005,240775.85803752
2006,235322.484077083
2007,273850.472920302
2008,197451.572477226
2009,181694.518627015
2010,203266.011011673
2011,133803.327598149
2012,193373.339315577
2013,174794.829463819
2014,181753.815659774
2015,202978.863320709
2016,181922.004737191
2017,207020.758748719
2018,115304.81474259
2019,106424.768274838
2020,106716.596407584
2021,104169.161761608
2022,190483.447911809
2023,160416.924941723
2024,231410.467197029
2025,337966.266604127
2026,199849.462948955
2027,150973.8830098
2028,187513.280067464
2029,170665.671945085
2030,278431.00105556
2031,253986.118054311
2032,263237.920075376
2033,272469.411237401
2034,186181.79243742
2035,210739.508670375
2036,228443.37300921
2037,229348.953623338
2038,322885.786868277
2039,223116.744916669
2040,339486.149087002
2041,252502.204103579
2042,213712.817362639
2043,190748.595101237
2044,215318.90398198
2045,230905.814956905
2046,181832.824148819
2047,142900.768158269
2048,127867.12888223
2049,191379.961536944
2050,203216.527597844
2051,91100.883145222
2052,141100.43534715
2053,123970.884688832
2054,64095.3600152168
2055,166269.852668843
2056,122547.152762978
2057,118269.388994268
2058,202885.364747165
2059,128974.049757278
2060,148012.527807126
2061,196559.453863004
2062,124748.76283865
2063,101070.547999228
2064,146988.846723037
2065,128224.131740262
2066,200374.984584779
2067,132365.056818249
2068,197494.038074784
2069,61155.7316396798
2070,112915.90876884
2071,65563.0512806545
2072,196411.168427567
2073,131134.433508011
2074,205366.241645088
2075,147201.999086027
2076,124327.930054921
2077,135567.629902924
2078,117357.461743508
2079,164199.731061536
2080,136502.04816924
2081,145099.407705815
2082,158993.517846038
2083,152548.999785553
2084,102259.009755243
2085,123892.185121365
2086,126885.918425383
2087,139310.879948652
2088,119857.856533289
2089,88745.5661255201
2090,149357.767186745
2091,91532.6298213291
2092,132456.854464525
2093,143975.932558236
2094,143811.317344107
2095,176705.710697536
2096,95537.8467800801
2097,88241.4635619458
2098,171294.361289151
2099,0
2100,66509.6556599552
2101,151828.221348979
2102,170268.522603456
2103,96899.9750705222
2104,192994.611763029
2105,107583.408030041
2106,53192.5333286143
2107,254019.611001711
2108,114114.355749497
2109,93232.0372456893
2110,123021.554670648
2111,185477.616827582
2112,148329.241428013
2113,113484.802215332
2114,136353.156910071
2115,166977.198584879
2116,126846.228051376
2117,160278.415612939
2118,145278.052432453
2119,137563.214256176
2120,109948.440922332
2121,0
2122,86254.2414343952
2123,78299.8851548053
2124,225307.145581804
2125,177950.613150572
2126,187730.799622198
2127,191227.589848507
2128,157446.059879247
2129,137695.121147282
2130,154230.665340912
2131,206789.797597703
2132,140342.471293378
2133,157221.731403993
2134,142707.976687837
2135,107607.724245632
2136,49409.0464012472
2137,118363.051811396
2138,135566.116787791
2139,162051.404830453
2140,114524.657211559
2141,145387.489608606
2142,120523.387757528
2143,141296.555872844
2144,146250.286274509
2145,112100.254657328
2146,168705.958042504
2147,173733.828632157
2148,152630.770853356
2149,145334.162352687
2150,221784.263068092
2151,151077.928648558
2152,138312.467410458
2153,155650.923747433
2154,85330.7226967734
2155,137048.492401446
2156,239822.240301668
2157,230103.420838446
2158,228445.867984281
2159,220548.113402699
2160,182756.895511986
2161,273504.434944688
2162,356981.278735566
2163,309175.886878766
2164,261806.506985608
2165,195281.770956947
2166,132547.811908435
2167,214695.223646145
2168,186958.454344281
2169,201751.94760663
2170,215792.566423758
2171,139467.394371595
2172,140067.843548354
2173,158943.5473245
2174,241564.784932636
2175,300562.875304433
2176,284433.008657079
2177,244207.496036337
2178,233839.247655753
2179,143677.807862262
2180,240820.417072581
2181,215441.685765229
2182,244710.520878793
2183,210779.965198906
2184,121924.695934686
2185,121482.485995134
2186,166574.82323278
2187,164612.603926204
2188,161874.098360376
2189,263598.593348097
2190,55900.9944523607
2191,55900.9944523607
2192,55037.7178803129
2193,83555.0542025624
2194,76756.7318658297
2195,85059.5085524692
2196,88273.9520540875
2197,100540.596285484
2198,192018.309563391
2199,194829.966397308
2200,141600.827441042
2201,155184.460771088
2202,200252.111770887
2203,177154.030675147
2204,156307.271296722
2205,126611.430648344
2206,147096.150515878
2207,237262.159237042
2208,229390.831154332
2209,203317.806067354
2210,140458.846071894
2211,130616.129538118
2212,132672.466340193
2213,96831.5713120821
2214,135207.059046893
2215,99701.3305734612
2216,162679.853009425
2217,0
2218,82888.5078455999
2219,72331.6864232481
2220,67765.6828820371
2221,255007.933842404
2222,230179.946121237
2223,276420.300922097
2224,232514.1582357
2225,145142.085364305
2226,161838.515565159
2227,215043.214837774
2228,265711.985105075
2229,237431.413201887
2230,131363.379317817
2231,217139.266106115
2232,194878.378827671
2233,178262.13297977
2234,238803.109403956
2235,208777.792261152
2236,266298.859226488
2237,301409.174146078
2238,241441.891260239
2239,103274.224079287
2240,170075.770213215
2241,144636.661691791
2242,136028.536192323
2243,124480.721093441
2244,73823.384665938
2245,72262.375540612
2246,126020.252907204
2247,107846.395628618
2248,100203.615313749
2249,102485.902770297
2250,123300.173303406
2251,145130.189169538
2252,203481.50130306
2253,153952.964914794
2254,169543.102602871
2255,184444.522436072
2256,192490.943254621
2257,210634.713578908
2258,193890.576068637
2259,179513.808352096
2260,170897.516359727
2261,218344.199600666
2262,229679.756987814
2263,294910.651952029
2264,366108.416597766
2265,178015.188975927
2266,277925.69070471
2267,305169.852436135
2268,345593.048039625
2269,178930.655325125
2270,191511.948602363
2271,232407.276701896
2272,216281.79963652
2273,170159.382195936
2274,182036.865459297
2275,191040.209309948
2276,205378.876837473
2277,197512.50220956
2278,155175.682403133
2279,109545.222073975
2280,84013.1171111613
2281,183587.314358594
2282,185418.189829569
2283,125749.757181335
2284,136413.01298488
2285,168014.751758656
2286,115243.678593587
2287,310586.960295478
2288,279596.389301637
2289,314222.776029229
2290,356598.885983764
2291,293195.58972959
2292,354369.002524558
2293,372308.116600644
2294,349375.407857239
2295,380208.264427787
2296,278841.906170792
2297,268847.737808083
2298,311889.350863622
2299,335518.459104166
2300,294268.07418162
2301,255233.416432786
2302,249647.991035809
2303,262475.576271304
2304,271599.769052156
2305,182712.501591601
2306,182712.501591601
2307,184755.94290517
2308,250476.215695023
2309,275296.517316317
2310,231169.192250362
2311,212419.0145395
2312,171156.22174083
2313,170186.940527731
2314,185973.97827827
2315,167978.159118245
2316,190484.375535226
2317,180794.955219738
2318,168864.33863085
2319,189311.081792651
2320,200306.865964914
2321,263329.375138814
2322,200070.020590795
2323,182341.738951351
2324,177563.555676239
2325,222374.281432511
2326,178537.872538948
2327,215293.740703672
2328,217697.076200512
2329,182995.170220562
2330,182162.532401512
2331,320657.532281385
2332,355259.271235154
2333,305749.649237079
2334,259514.949889896
2335,260722.883515671
2336,304182.292155897
2337,211575.149743878
2338,267571.399310149
2339,246418.374090737
2340,352693.438943118
2341,222130.3892062
2342,246977.080036438
2343,223113.784861897
2344,238055.300379277
2345,271562.034669217
2346,233022.855032645
2347,208429.446426404
2348,236750.440941976
2349,149424.387307587
2350,261702.013270273
2351,252076.385217257
2352,275786.634238741
2353,243077.890686988
2354,127900.860038111
2355,155281.980858287
2356,141484.435762763
2357,219562.336517289
2358,187916.694740175
2359,137286.305674365
2360,107031.394677452
2361,138957.691872698
2362,255177.01001801
2363,134727.289969785
2364,161611.319847147
2365,235262.329552392
2366,216276.439750813
2367,247659.5554356
2368,208059.970254304
2369,248610.687947308
2370,168595.773398508
2371,172127.541391336
2372,210559.308600051
2373,253017.132414114
2374,280924.256924166
2375,243420.315463165
2376,280018.971795753
2377,324579.372955425
2378,161623.38067935
2379,223539.174207235
2380,160374.749030187
2381,180548.219405007
2382,217278.078387251
2383,227199.249186076
2384,231452.224641288
2385,163961.693675375
2386,143509.95755871
2387,119940.661269809
2388,111658.692870854
2389,132700.598106903
2390,138794.982567557
2391,134511.590288919
2392,107094.050413931
2393,195056.213755021
2394,159258.802633285
2395,201753.575600715
2396,162508.27263984
2397,206898.568121637
2398,123746.218418056
2399,21754.1295001002
2400,12201.3092177055
2401,100263.231875276
2402,125109.070000661
2403,196057.037220117
2404,141988.644985398
2405,176396.477703498
2406,134443.463468998
2407,116003.145368709
2408,140074.769854489
2409,127144.876699593
2410,203559.344004905
2411,109234.982566533
2412,142701.510036489
2413,132811.245557229
2414,120858.549775131
2415,176717.352263453
2416,151391.125267782
2417,142283.611934951
2418,108593.900958234
2419,120433.763540831
2420,110706.742331579
2421,128636.743375684
2422,111146.742322868
2423,93666.3670790203
2424,155438.401081574
2425,243629.250546913
2426,124219.013126038
2427,109837.030100276
2428,184623.426700278
2429,106274.554315176
2430,135279.730327242
2431,125749.431581895
2432,118176.924977026
2433,129222.393321979
2434,134669.46710194
2435,145716.834931237
2436,86784.3097814995
2437,104451.112575762
2438,109047.867125351
2439,128255.709288009
2440,165568.60882651
2441,115162.611482412
2442,110771.47953524
2443,130228.087614944
2444,130205.520706547
2445,83418.1926932062
2446,144410.64982887
2447,235402.627944006
2448,160493.023617055
2449,128926.002852379
2450,182516.29708395
2451,120114.631132793
2452,243856.708144235
2453,65608.1307151309
2454,88922.1623754254
2455,111069.957988146
2456,130930.103110115
2457,116196.591979168
2458,133808.49476088
2459,105179.251482644
2460,170023.948864348
2461,119690.579059759
2462,131849.428259639
2463,136082.031574525
2464,199001.978161237
2465,165865.156494915
2466,141168.380083468
2467,183366.204687517
2468,111067.771275544
2469,122057.887463303
2470,214411.363626474
2471,203425.799754594
2472,216133.910278915
2473,114985.250074445
2474,104474.375134795
2475,238548.328624161
2476,115985.610706364
2477,113489.932460346
2478,168815.720616866
2479,108352.839798825
2480,133933.168229121
2481,117832.318426393
2482,121259.256756862
2483,106066.074159341
2484,128848.932237478
2485,108557.634430699
2486,141828.092017218
2487,204700.944838281
2488,165010.368736969
2489,172232.709077179
2490,128707.319216096
2491,83773.2354608955
2492,190691.220801296
2493,137322.092741449
2494,171225.213572044
2495,92372.1930642079
2496,241567.83756701
2497,166314.529372247
2498,106095.825658326
2499,63890.1402332803
2500,117674.919291459
2501,141474.27632852
2502,138057.152404574
2503,105196.653726102
2504,196310.779982187
2505,217120.3893461
2506,276236.476837558
2507,315291.625888539
2508,276236.476837558
2509,243011.97785023
2510,246694.345512004
2511,202515.113900937
2512,212089.999394252
2513,218064.8004148
2514,244863.741990429
2515,138496.599639587
2516,157265.670505904
2517,115777.012147393
2518,121973.587221389
2519,219629.057518448
2520,208664.631356648
2521,205396.989185591
2522,216446.821309929
2523,122882.504201561
2524,132583.487503048
2525,134453.501781889
2526,139928.855788116
2527,107298.375259446
2528,122067.872203302
2529,123383.535245315
2530,90681.6329387763
2531,235155.211703263
2532,222202.165704577
2533,208004.030323878
2534,250348.789046669
2535,286772.22289668
2536,224316.610646478
2537,231441.937377167
2538,192910.22431738
2539,196552.794826777
2540,181877.286261469
2541,192491.920093049
2542,146189.901108644
2543,111527.235504167
2544,116138.018628172
2545,145700.718115761
2546,172891.479386063
2547,158745.803493758
2548,164032.010904883
2549,140854.654631029
2550,599915.549463291
2551,150146.07107628
2552,113541.336596336
2553,55900.9944523607
2554,111380.279528404
2555,120906.718159309
2556,73854.4146611259
2557,98634.6269884845
2558,175216.196600172
2559,146054.398080394
2560,139947.877831955
2561,149869.818053371
2562,145130.182325153
2563,146779.054481383
2564,203033.889374587
2565,119212.845206343
2566,123593.572078341
2567,139324.524228604
2568,202218.129358027
2569,196113.170345041
2570,141164.860470386
2571,164419.867453655
2572,206212.050160107
2573,237623.186988033
2574,284030.392274059
2575,159649.272223938
2576,119673.811001781
2577,0
2578,97634.730118126
2579,7466.1621653885
2580,138100.162334666
2581,118090.311940095
2582,110011.080573783
2583,252727.92576707
2584,172936.683702051
2585,181806.378852221
2586,214268.878353094
2587,218017.294697956
2588,156118.997048568
2589,158012.15277168
2590,220506.746776416
2591,215621.149920706
2592,234064.81466479
2593,248866.18578824
2594,200826.551802981
2595,227889.762104058
2596,294971.005488527
2597,196646.883795716
2598,248827.853615009
2599,339011.870903637
2600,154171.244940715
2601,150839.674882827
2602,78330.4853705267
2603,74138.1829358067
2604,59852.3167904436
2605,78847.3951964752
2606,134240.778996218
2607,182617.127051183
2608,176205.685631198
2609,141907.108877901
2610,79979.1521090063
2611,136185.29874255
2612,144789.680757827
2613,100203.615313749
2614,105606.231368375
2615,176395.423004909
2616,140947.445256538
2617,212997.029279316
2618,196052.376653734
2619,247957.611785205
2620,171313.53942608
2621,176831.297528774
2622,183095.54652501
2623,253825.687421974
2624,276850.358585578
2625,317456.585082603
2626,168438.901296819
2627,220014.074039071
2628,337935.880561974
2629,393286.088849177
2630,313094.463800452
2631,374556.136226528
2632,337186.284497025
2633,285342.153155694
2634,323381.360111153
2635,163424.507821818
2636,215607.94162605
2637,188048.030408196
2638,236945.41457973
2639,187683.088530313
2640,164404.082799414
2641,99929.5838250673
2642,192200.496978389
2643,143021.802834205
2644,139335.714858008
2645,121973.261111855
2646,118045.840936237
2647,125749.757181335
2648,161383.690954899
2649,134875.469158857
2650,167868.407153157
2651,170772.116917921
2652,343362.187651646
2653,273991.156593004
2654,259038.056216112
2655,320874.194373411
2656,301572.559096639
2657,298032.387859868
2658,267530.633732683
2659,283915.555571315
2660,301277.865092321
2661,312386.797786762
2662,309735.034158114
2663,277679.496418644
2664,274104.857195837
2665,303637.381348132
2666,282473.08209621
2667,165157.403032367
2668,191845.829878172
2669,181405.848650404
2670,282527.878662176
2671,191845.829878172
2672,205037.840442457
2673,216020.174197047
2674,217799.788148806
2675,191125.798799089
2676,200220.643215174
2677,193799.14488213
2678,256017.547381548
2679,269477.96162255
2680,283009.740158668
2681,346895.848331907
2682,309703.215559114
2683,386711.420011525
2684,299059.319448993
2685,313471.844758056
2686,254267.063757184
2687,278835.40293904
2688,244708.557029665
2689,228081.58590694
2690,355552.412388599
2691,184518.707210333
2692,131206.241871732
2693,214124.483874197
2694,130340.546629593
2695,205999.508593148
2696,198159.498983283
2697,193832.90818355
2698,182075.768910044
2699,188873.5699318
2700,173720.440041303
2701,157304.078422171
2702,133894.150448987
2703,164342.618376208
2704,142228.688805044
2705,114145.683617736
2706,107334.042387038
2707,126743.126921804
2708,117262.338448184
2709,89108.3019351972
2710,109709.663406103
2711,283773.044552159
2712,318185.717305155
2713,193522.760616265
2714,175067.875736035
2715,170003.334044875
2716,167556.431332749
2717,183123.0023199
2718,250591.181790025
2719,147125.267179709
2720,206815.681315211
2721,136972.55110506
2722,162834.11524539
2723,155067.12296411
2724,106042.743868565
2725,118698.013668532
2726,130542.810712951
2727,174475.158313473
2728,182494.601942498
2729,141595.538053215
2730,134546.435010196
2731,123824.720313965
2732,115648.361939634
2733,161609.838327832
2734,159026.593243366
2735,128031.542433214
2736,138656.673713165
2737,109271.628990937
2738,178950.748433297
2739,175329.178330706
2740,156426.377998205
2741,139868.169868876
2742,177904.329275982
2743,136757.157832901
2744,149834.211649372
2745,142960.960070785
2746,115564.555213359
2747,167432.061582903
2748,126604.010748274
2749,115939.349941624
2750,119655.413134176
2751,105649.169506234
2752,254658.79292357
2753,160319.576008321
2754,259036.689813813
2755,166294.526435756
2756,45779.5219772589
2757,64978.9913205838
2758,59225.1831099304
2759,172242.259276625
2760,145656.390659982
2761,149104.811662847
2762,153216.050346505
2763,205223.826812869
2764,181882.659282019
2765,263158.541989961
2766,115168.508880891
2767,61117.3295897547
2768,139790.823384051
2769,126865.205266653
2770,184870.366957303
2771,105108.997808788
2772,98001.3530589867
2773,171716.47545588
2774,150813.348593314
2775,122651.083503471
2776,167228.860493757
2777,191812.550717172
2778,144131.227149863
2779,150526.891099404
2780,141450.384251658
2781,101655.334365086
2782,77094.8926767062
2783,72563.0409663878
2784,130938.693722163
2785,149974.465098084
2786,25708.3848325553
2787,141419.172362587
2788,52854.6187786156
2789,235473.145241181
2790,93351.5076101577
2791,131690.562559906
2792,49613.7763834761
2793,170450.831626791
2794,63905.3236257145
2795,118126.020051296
2796,99357.7628712876
2797,243511.424869689
2798,113694.975975425
2799,112409.239292769
2800,76691.5717358582
2801,138111.395168584
2802,129432.378284009
2803,230566.017477194
2804,141602.704753578
2805,91968.7940042955
2806,102650.769986552
2807,168141.532176831
2808,138371.579901005
2809,134078.410063746
2810,119672.216758902
2811,162250.390078685
2812,159906.994496752
2813,210251.813898075
2814,208929.205288384
2815,105519.29927085
2816,247393.556745602
2817,134071.01248673
2818,118450.817109758
2819,180532.879640989
2820,127165.018374281
2821,113234.32301679
2822,215309.784105626
2823,307122.796520173
2824,182674.971162693
2825,136088.955642158
2826,119546.145492207
2827,166346.076373189
2828,224497.429932484
2829,224788.791670282
2830,249589.804835097
2831,199327.445602895
2832,223150.863577633
2833,269326.097653183
2834,215981.616802138
2835,230402.289683863
2836,200630.006192449
2837,187773.295574735
2838,140170.944677926
2839,170353.960565145
2840,215763.030444364
2841,207959.784359902
2842,214086.865722786
2843,144803.867270723
2844,189295.774492591
2845,104498.104378121
2846,209566.678691628
2847,184228.685119815
2848,231533.430564619
2849,215989.438902949
2850,277242.548685359
2851,227921.77853018
